cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
1583819,ECM ENERGY SERVICES INC,913804,,,,,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
1583976,FANGMAX ARTIFACTS CORP.,915149,,,,,,
1583991,VIP LOYALTY CORP.,920346,,,,,7311,Services-Advertising Agencies
1583994,PHYSICIANS REALTY L.P.,913034,,,,,6798,Real Estate Investment Trusts
1584057,WINHA INTERNATIONAL GROUP LTD,914691,OTC Markets,OTC Pink Current,OTC,WINH,5961,Retail-Catalog and Mail-Order Houses
1584104,X-TREME INVESTMENTS INC.,913238,,,,,6500,Real estate
1584133,SUNGY MOBILE LTD,918355,,,,,7372,Services-Prepackaged Software
1584137,"ONCOLIX, INC.",913345,OTC Markets,OTCQB,OTC,AEPP,2834,Pharmaceutical Preparations
1584205,FEISHANG ANTHRACITE RESOURCES LTD,923381,OTC,Grey Market,OTC,FSHRF,1221,Bituminous Coal and Lignite Surface Mining
1584207,"ONEMAIN HOLDINGS, INC.",913653,NYSE,NYSE,NYSE,OMF,6141,Personal Credit Institutions
1584480,UPPERSOLUTION.COM,913673,OTC Markets,OTC Pink Current,OTC,URSL,7372,Services-Prepackaged Software
1584509,ARAMARK,914974,NYSE,NYSE,NYSE,ARMK,5812,Retail-Eating Places
1584584,"AXIOM HOLDINGS, INC.",916933,OTC Markets,OTCQB,OTC,AIOM,4911,Electric Services
1584618,"ATACAMA RESOURCES INTERNATIONAL, INC.",913671,OTC Markets,OTC Pink Current,OTC,ACRL,8742,Services-Management Consulting Services
1584681,"EDGARIZING SOLUTIONS, INC.",913914,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1584693,"GRASSHOPPER STAFFING, INC.",913848,OTC Markets,OTC Pink Limited,OTC,TCKF,7900,Services-Amusement and Recreation Services
1584697,PERKO WORLDWIDE CORP,921744,,,,,3730,Ship And Boat Building And Repairing
1584754,"AKOUSTIS TECHNOLOGIES, INC.",925117,OTC Markets,OTCQB,Nasdaq Capital Market,AKTS,3661,Telephone and Telegraph Apparatus
1584770,"EDGEWATER BANCORP, INC.",915470,OTC Markets,OTC Pink Current,OTC,EGDW,6035,"Savings Institution, Federally Chartered"
1584831,OXBRIDGE RE HOLDINGS LTD,914042,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,OXBR,6331,"Fire, Marine and Casualty Insurance"
1584836,"DIAMOND LANE, INC.",914269,,,,,7372,Services-Prepackaged Software
1584873,AMERICAN PETROLEUM TANKERS PARTNERS LP,918361,,,,,4400,Water transportation
1584943,KROTON EDUCATIONAL S.A.,916511,OTC Markets,OTCQX International Premier,OTC,KROTY,,
1584952,EP ENERGY CORP,914747,NYSE,NYSE,NYSE,EPE,1311,Crude Petroleum and Natural Gas
1585023,"COASTWAY BANCORP, INC.",915456,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CWAY,6035,"Savings Institution, Federally Chartered"
1585063,OREXO AB (PUBL),914111,OTC Markets,OTCQX International,OTC,ORXOY,,
1585064,FIDELITY & GUARANTY LIFE,914332,NYSE,NYSE,NYSE,FGL,6311,Life Insurance
1585149,ROMULUS CORP.,928091,OTC Markets,OTC Pink Current,OTC,RMLS,7990,Services-Miscellaneous Amusement and Recreation
1585206,FORMOUS CORP.,925894,,,,,5130,"Wholesale-Apparel, Piece Goods and Notions"
1585364,PERRIGO CO PLC,914281,NYSE,NYSE,NYSE,PRGO,2834,Pharmaceutical Preparations
1585380,"GREENE CONCEPTS, INC",914292,OTC Markets,OTC Pink No Information,OTC,INKW,,
1585573,LORILAY CORP.,932912,,,,,,
1585583,"DEL TACO RESTAURANTS, INC.",917214,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,TACO,5812,Retail-Eating Places
1585608,"JAGUAR HEALTH, INC.",914820,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,JAGX,2834,Pharmaceutical Preparations
1585644,"WINDSTREAM SERVICES, LLC",919641,,,,,4813,Telephone Communications (No Radiotelephone)
1585689,HILTON WORLDWIDE HOLDINGS INC.,915398,NYSE,NYSE,NYSE,HLT,7011,Hotels and Motels
1585738,"ETHOS MEDIA NETWORK, INC.",914649,OTC Markets,OTC Pink Current,OTC,EOMN,4833,Television Broadcasting Stations
1585755,FIRST HARVEST CORP.,916017,OTC Markets,OTC Pink Current,OTC,HVST,7372,Services-Prepackaged Software
1585790,"ADVANCED DISPOSAL SERVICES, INC.",915347,NYSE,NYSE,NYSE,ADSW,4953,Refuse Systems
1585808,CRITICAL OUTCOME TECHNOLOGIES INC.,914768,OTC Markets,OTCQB,OTC,COTQF,,
1585854,SUNEDISON SEMICONDUCTOR LTD,914959,,,,,3674,Semiconductors and Related Devices
1586023,STALWART TANKERS INC.,927611,,,,,4412,Deep Sea Foreign Transportation of Freight
1586049,OXFORD IMMUNOTEC GLOBAL PLC,917842,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,OXFD,2835,In Vitro and In Vivo Diagnostic Substances
1586105,EGALET CORP,917959,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EGLT,2834,Pharmaceutical Preparations
1586160,"DTLR HOLDING, INC.",919071,,,,,5661,Retail-Shoe Stores
1586227,TOGA CAPITAL LTD,919842,,,,,6770,Blank Checks
1586300,CHC GROUP LTD.,915961,,,,,4522,"Air Transportation, Nonscheduled"
1586372,DTHERA SCIENCES,915635,OTC Markets,OTC Pink Current,OTC,DTHR,7380,Services-Miscellaneous Business Services
1586452,"LUBOA GROUP, INC.",946615,OTC Markets,OTCQB,OTC,LBAO,7389,"Services-Business Services, Not Elsewhere Classified"
1586454,PRIME MERIDIAN HOLDING CO,918166,OTC Markets,OTCQX U.S. Premier,OTC,PMHG,6022,State Commercial Banks
1586468,"BARISTAS COFFEE COMPANY, INC.",940165,OTC Markets,OTC Pink Limited,OTC,BCCI,5810,Retail-Eating and Drinking Places
1586494,"HOVERINK BIOTECHNOLOGIES, INC.",916769,,,,,2834,Pharmaceutical Preparations
1586495,BLOW & DRIVE INTERLOCK CORP,916758,OTC Markets,OTCQB,OTC,BDIC,3714,Motor Vehicle Parts and Accessories
1586513,NATURAL RESOURCES CORP,916779,,,,,2020,Dairy Products
1586527,STARPOINT GENERAL CORP,916593,,,,,8742,Services-Management Consulting Services
1586554,CHESS SUPERSITE CORP,916784,OTC Markets,OTC Pink Current,OTC,CHZPD,7900,Services-Amusement and Recreation Services
1586573,HEYU LEISURE HOLIDAYS CORP,916787,,,,,6770,Blank Checks
1586727,"MIRAMAR LABS, INC.",917024,,,,,3841,Surgical and Medical Instruments and Apparatus
1586843,"SUNCHIP TECHNOLOGY, INC.",916463,,,,,7372,Services-Prepackaged Software
1586988,CSA HOLDINGS INC.,923447,OTC Markets,OTC Pink Limited,OTC,CSAX,3730,Ship And Boat Building And Repairing
1587063,"IMC HOLDINGS, INC.",920859,,,,,7372,Services-Prepackaged Software
1587205,"SOUTHEASTERN GROCERS, LLC",916472,,,,,5411,Retail-Grocery Stores
1587221,ZOSANO PHARMA CORP,916024,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ZSAN,2834,Pharmaceutical Preparations
1587246,"CYPRESS ENERGY PARTNERS, L.P.",920309,NYSE,NYSE,NYSE,CELP,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
1587264,SCORPIO BULKERS INC.,919824,NYSE,NYSE,NYSE,SALT,4412,Deep Sea Foreign Transportation of Freight
1587285,"SOMO, INC.",944826,OTC Markets,Caveat Emptor,OTC,EYGY,7372,Services-Prepackaged Software
1587476,"PRINCIPAL SOLAR, INC.",923074,OTC Markets,OTC Pink Current,OTC,PSWW,4911,Electric Services
1587523,KNOWLES CORP,916666,NYSE,NYSE,NYSE,KN,3651,Household Audio and Video Equipment
1587603,GOOOGREEN INC,916286,OTC Markets,OTC Pink Current,OTC,GOOO,,
1587637,UNIVERSAL MOVERS CORP,918625,OTC Markets,OTC Pink No Information,OTC,UNMV,4210,Trucking and Courier Services (No Air)
1587688,"DEVON MIDSTREAM PARTNERS, L.P.",916576,,,,,4922,Natural Gas Transmission
1587732,"ONE GAS, INC.",916890,NYSE,NYSE,NYSE,OGS,4924,Natural Gas Distribution
1587755,"INTRAWEST RESORTS HOLDINGS, INC.",919851,,,,,7990,Services-Miscellaneous Amusement and Recreation
1587987,NEWTEK BUSINESS SERVICES CORP.,916867,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,NEWT,,
1588014,"ADM ENDEAVORS, INC.",917338,,,,,1700,Construction-Special Trade Contractors
1588084,TANTECH HOLDINGS LTD,944893,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,TANH,2860,Industrial Organic Chemicals
1588172,APTALIS HOLDINGS INC.,923155,,,,,2834,Pharmaceutical Preparations
1588216,"RSP PERMIAN, INC.",919903,NYSE,NYSE,NYSE,RSPP,1311,Crude Petroleum and Natural Gas
1588238,"EQT RE, LLC",922398,NYSE,NYSE,NYSE,RICE,1311,Crude Petroleum and Natural Gas
1588242,DENVER PARENT CORP,917282,,,,,1311,Crude Petroleum and Natural Gas
1588489,BITCOIN INVESTMENT TRUST,917227,OTC Markets,OTCQX U.S.,OTC,GBTC,6221,Commodity Contracts Brokers and Dealers
1588504,GROUNDFLOOR FINANCE INC.,917277,,,,,6500,Real estate
1588550,BIOLIGHT LIFE SCIENCES LTD.,924211,,,,,3841,Surgical and Medical Instruments and Apparatus
1588837,LOMIKO METALS INC.,917678,OTC Markets,OTCQX International,OTC,LMRMF,,
1588869,ABILITY INC,918445,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ABIL,6770,Blank Checks
1588972,"RECRO PHARMA, INC.",918509,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,REPH,2834,Pharmaceutical Preparations
1589061,"GYRODYNE, LLC",918210,NASDAQ,NASDAQ Capital Market,Nasdaq Global Market,GYRO,6512,Operators of Nonresidential Buildings
1589094,"RIGHTSIDE GROUP, LTD.",924307,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1589096,DOMAIN MEDIA CORP,917805,OTC Markets,OTC Pink Limited,OTC,DMDW,7389,"Services-Business Services, Not Elsewhere Classified"
1589149,"MASSROOTS, INC.",918163,OTC Markets,OTCQB,OTC,MSRT,7370,"Services-Computer Programming, Data Processing, Etc."
1589150,REGEN BIOPHARMA INC,917803,OTC Markets,OTCQB,OTC,RGBP,2834,Pharmaceutical Preparations
1589239,IVANHOE MINES LTD.,918035,OTC Markets,OTC Pink Current,OTC,IVPAF,,
1589361,"MOUNT TAM BIOTECHNOLOGIES, INC.",919185,OTC Markets,OTC Pink Current,OTC,MNTM,2100,Tobacco Products
1589526,BLUE BIRD CORP,922858,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,BLBD,3713,Truck and Bus Bodies
1589919,"PREMIER PACIFIC CONSTRUCTION, INC.",919405,OTC Markets,OTC Pink Current,OTC,PPCQ,1520,General Building Contractors-Residential Buildings
1590301,"ADRENALINE VENTURES, INC.",925924,,,,,,
1590364,FORTRESS TRANSPORTATION & INFRASTRUCTURE INVESTORS LLC,923628,NYSE,NYSE,NYSE,FTAI,7350,Services-Miscellaneous Equipment Rental and Leasing
1590383,"BIOHITECH GLOBAL, INC.",919548,OTC Markets,OTCQB,OTC,BHTG,8200,Services-Educational Services
1590393,"IBV, INC.",923134,,,,,6519,"Lessors of Real Property, Not Elsewhere Classified"
1590418,FOCUS UNIVERSAL INC.,923152,OTC Markets,OTCQB,OTC,FCUV,7310,Services-Advertising
1590496,AERKOMM INC.,919286,OTC Markets,OTCQB,OTC,AKOM,4899,"Communications Services, Not Elsewhere Classified"
1590559,CLORACKS CORP,918896,,,,,3580,Refrigeration And Service Industry Machinery
1590560,UNIQURE N.V.,923467,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,QURE,2834,Pharmaceutical Preparations
1590565,"ASIA EQUITY EXCHANGE GROUP, INC.",919914,OTC Markets,OTCQB,OTC,AEEX,8742,Services-Management Consulting Services
1590584,CIVEO CORP,922153,NYSE,NYSE,NYSE,CVEO,7000,"Hotels, Rooming Houses, Camps and Other Lodging Places"
1590641,"PRESTIGE CRUISES INTERNATIONAL, INC.",925177,,,,,4400,Water transportation
1590662,INTERNATIONAL PRECIOUS METALS INC,919683,,,,,5094,"Wholesale-Jewelry, Watches, Precious Stones and Metals"
1590685,"OURNETT HOLDINGS, INC.",920691,OTC Markets,OTC Pink Limited,OTC,ORNT,7311,Services-Advertising Agencies
1590695,"TWINLAB CONSOLIDATED HOLDINGS, INC.",923201,OTC Markets,OTC Pink Current,OTC,TLCC,2833,Medicinal Chemicals and Botanical Products
1590714,PLATFORM SPECIALTY PRODUCTS CORP,922091,NYSE,NYSE,NYSE,PAH,2890,Miscellaneous Chemical Products
1590715,AMERICAN RESOURCES CORP,919456,OTC Markets,OTCQB,OTC,AREC,7600,Services-Miscellaneous Repair Services
1590717,"CARETRUST REIT, INC.",919659,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CTRE,6798,Real Estate Investment Trusts
1590743,DIAMOND TECHNOLOGY ENTERPRISES INC.,919480,,,,,5094,"Wholesale-Jewelry, Watches, Precious Stones and Metals"
1590750,"MIRAGEN THERAPEUTICS, INC.",930051,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MGEN,8071,Services-Medical Laboratories
1590799,RIVERVIEW FINANCIAL CORP,919240,OTC Markets,OTCQX U.S. Premier,OTC,RIVE,6021,National Commercial Banks
1590875,NATURALLY SPLENDID ENTERPRISES LTD.,919407,OTC Markets,OTCQB,OTC,NSPDF,2834,Pharmaceutical Preparations
1590877,REGENXBIO INC.,919621,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,RGNX,2836,"Biological Products, (No Diagnostic Substances)"
1590895,"ELDORADO RESORTS, INC.",919266,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ERI,7011,Hotels and Motels
1590930,"MICROLIN BIO, INC.",924273,,,,,2834,Pharmaceutical Preparations
1590955,"PAYCOM SOFTWARE, INC.",924590,NYSE,NYSE,NYSE,PAYC,7372,Services-Prepackaged Software
1590976,"MALIBU BOATS, INC.",922316,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MBUU,3730,Ship And Boat Building And Repairing
1591096,PRESBIA PLC,930232,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,LENS,3841,Surgical and Medical Instruments and Apparatus
1591157,POCKET GAMES INC.,921171,OTC Markets,OTC Pink Limited,OTC,PKGM,7372,Services-Prepackaged Software
1591165,MEDOVEX CORP.,920245,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MDVX,3841,Surgical and Medical Instruments and Apparatus
1591248,PACIFICORP INTERNATIONAL HOTEL MANAGEMENT,919910,,,,,7011,Hotels and Motels
1591387,ATI NATIONWIDE HOLDING CORP.,1006615,OTC Markets,Caveat Emptor,OTC,ATIN,6770,Blank Checks
1591476,RENAISSANCE OIL CORP.,921311,OTC,Grey Market,OTC,RNSFF,1400,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
1591517,TIME INC.,920958,NYSE,NYSE,NYSE,TIME,2721,"Periodicals: Publishing, or Publishing and Printing"
1591565,"BALLY, CORP.",920566,OTC Markets,OTC Pink Current,OTC,BLYQ,5200,"Retail-Building Materials, Hardware, Garden Supply"
1591588,"A-MARK PRECIOUS METALS, INC.",919875,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AMRK,5094,"Wholesale-Jewelry, Watches, Precious Stones and Metals"
1591615,"POVERTY DIGNIFIED, INC.",941107,OTC Markets,OTC Pink Current,OTC,PVDG,3640,Electric Lighting And Wiring Equipment
1591670,FARMLAND PARTNERS INC.,924284,NYSE,NYSE,NYSE,FPI,6798,Real Estate Investment Trusts
1591698,PAYLOCITY HOLDING CORP,925950,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PCTY,7372,Services-Prepackaged Software
1591763,"ENABLE MIDSTREAM PARTNERS, LP",921091,NYSE,NYSE,NYSE,ENBL,4922,Natural Gas Transmission
1591768,"KM WEDDING EVENTS MANAGEMENT, INC.",920607,OTC Markets,OTC Pink Current,OTC,KMWE,7200,Services-Personal Services
1591834,"AMERICAN ENERGY CAPITAL PARTNERS - ENERGY RECOVERY PROGRAM,",922308,,,,,1311,Crude Petroleum and Natural Gas
1591877,SIZMEK INC.,920971,,,,,7310,Services-Advertising
1591890,"1347 PROPERTY INSURANCE HOLDINGS, INC.",924272,NASDAQ,NASDAQ Global Market,Nasdaq Capital Market,PIH,6331,"Fire, Marine and Casualty Insurance"
1591913,QPAGOS,922374,OTC Markets,OTCQB,OTC,QPAG,5961,Retail-Catalog and Mail-Order Houses
1591956,SPHERE 3D CORP,920526,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,ANY,7374,Services-Computer Processing and Data Preparation
1592000,"ENLINK MIDSTREAM, LLC",920695,NYSE,NYSE,NYSE,ENLC,4922,Natural Gas Transmission
1592016,"AGROFRESH SOLUTIONS, INC.",924306,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,AGFS,6770,Blank Checks
1592057,"ENVIVA PARTNERS, LP",948016,NYSE,NYSE,NYSE,EVA,2400,Lumber and Wood Products (No Furniture)
1592058,PARTY CITY HOLDCO INC.,925114,NYSE,NYSE,NYSE,PRTY,5900,Retail-Miscellaneous Retail
1592107,STARK NAKED BOBBERS,920806,OTC Markets,OTC Pink No Information,OTC,SKKB,3751,"Motorcycles, Bicycles and Parts"
1592288,"DIMENSION THERAPEUTICS, INC.",920580,,,,,2836,"Biological Products, (No Diagnostic Substances)"
1592329,CLIFTON BANCORP INC.,921288,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CSBK,6035,"Savings Institution, Federally Chartered"
1592365,INSTRIDE INC,921264,OTC Markets,OTC Pink No Information,OTC,ITDP,5940,Retail-Miscellaneous Shopping Goods Stores
1592379,"PAPA MURPHY'S HOLDINGS, INC.",929481,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FRSH,5812,Retail-Eating Places
1592386,"VIRTU FINANCIAL, INC.",929391,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,VIRT,6211,"Security Brokers, Dealers and Flotation Companies"
1592407,SUGAR CREEK FINANCIAL CORP./MD/,921799,OTC Markets,OTCQB,OTC,SUGR,6035,"Savings Institution, Federally Chartered"
1592411,DKG CAPITAL INC.,920777,OTC Markets,OTCQB,OTC,DKGH,7990,Services-Miscellaneous Amusement and Recreation
1592480,"CONTINENTAL BUILDING PRODUCTS, INC.",923137,NYSE,NYSE,NYSE,CBPX,3270,"Concrete, Gypsum and Plaster Products"
1592560,"TARENA INTERNATIONAL, INC.",928558,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TEDU,8200,Services-Educational Services
1592592,WORLDS MALL INC,936603,OTC Markets,OTC Pink Current,OTC,WMAL,7374,Services-Computer Processing and Data Preparation
1592601,SHOW KING HOLDINGS INC.,930415,,,,,7200,Services-Personal Services
1592603,"NULIFE SCIENCES, INC.",921049,OTC Markets,OTCQB,OTC,NULF,2834,Pharmaceutical Preparations
1592706,"SB/RH HOLDINGS, LLC",921413,,,,,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
1592745,"NEXPOINT MULTIFAMILY CAPITAL TRUST, INC.",949656,,,,,6798,Real Estate Investment Trusts
1592766,SAMBA BRAZILIAN GOURMET PIZZA CORP,921164,,,,,5812,Retail-Eating Places
1592782,NUKKLEUS INC.,921492,OTC Markets,OTC Pink Current,OTC,NUKK,8742,Services-Management Consulting Services
1592910,EXMAR ENERGY PARTNERS LP,945504,,,,,4412,Deep Sea Foreign Transportation of Freight
1592998,"UPHOLSTERY INTERNATIONAL, INC.",921120,,,,,7600,Services-Miscellaneous Repair Services
1593001,"NIGHTFOOD HOLDINGS, INC.",924065,OTC Markets,OTC Pink Current,OTC,NGTF,2060,Sugar And Confectionery Products
1593034,ENDO INTERNATIONAL PLC,921997,NASDAQ,NASDAQ Global Select Market,Nasdaq Capital Market,ENDP,2834,Pharmaceutical Preparations
1593195,"TRONC, INC.",921873,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,TRNC,2711,"Newspapers: Publishing, or Publishing and Printing"
1593204,ADAIAH DISTRIBUTION INC,922421,OTC Markets,OTC Pink Current,OTC,ADAD,7372,Services-Prepackaged Software
1593222,"CITY OFFICE REIT, INC.",923868,NYSE,NYSE,NYSE,CIO,6798,Real Estate Investment Trusts
1593470,"TIGER REEF, INC.",929469,OTC Markets,OTCQB,OTC,TGRR,5812,Retail-Eating Places
1593538,NAVIENT CORP,921805,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,NAVI,6211,"Security Brokers, Dealers and Flotation Companies"
1593549,"NUGENE INTERNATIONAL, INC.",922894,OTC Markets,OTCQB,OTC,NUGN,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
1593772,SARVIK CORP,925477,,,,,7990,Services-Miscellaneous Amusement and Recreation
1593773,KANGE CORP,928049,OTC Markets,OTC Pink Current,OTC,KGNR,7371,Services-Computer Programming Services
1593812,VAULTED GOLD BULLION TRUST,928418,OTC,Grey Market,OTC,VBBTL,6221,Commodity Contracts Brokers and Dealers
1593875,"MERCURY PAYMENT SYSTEMS, INC.",930984,,,,,7371,Services-Computer Programming Services
1593936,"MICHAELS COMPANIES, INC.",922897,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MIK,5945,"Retail-Hobby, Toy and Game Shops"
1593984,MEDIWOUND LTD.,926844,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,MDWD,2833,Medicinal Chemicals and Botanical Products
1594012,"INVESTORS BANCORP, INC.",922793,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ISBC,6022,State Commercial Banks
1594075,LION PRINT CORP,927977,,,,,2741,Miscellaneous Publishing
1594109,GRUBHUB INC.,928619,NYSE,NYSE,NYSE,GRUB,7389,"Services-Business Services, Not Elsewhere Classified"
1594114,KETDARINA CORP,922365,OTC Markets,OTC Pink No Information,OTC,KTDR,5020,Wholesale-Furniture and Home Furnishings
1594124,"SKY SOLAR HOLDINGS, LTD.",945132,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,SKYS,4911,Electric Services
1594139,"PFG FUND III, LLC",922128,,,,,6500,Real estate
1594204,ZHEN DING RESOURCES INC.,923774,,,,,1000,Metal Mining
1594219,PRESTON CORP.,927645,OTC Markets,OTCQB,OTC,PSNP,1040,Gold And Silver Ores
1594328,GATES GLOBAL INC.,922976,,,,,3714,Motor Vehicle Parts and Accessories
1594337,"CORIUM INTERNATIONAL, INC.",928749,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,CORI,2834,Pharmaceutical Preparations
1594361,FREEDOM OIL AND GAS LTD,922393,OTC Markets,OTCQX International,OTC,FDMQF,,
1594466,"PARSLEY ENERGY, INC.",932485,NYSE,NYSE,NYSE,PE,1311,Crude Petroleum and Natural Gas
1594485,"ROYAL BAKERY HOLDINGS, INC.",923421,OTC Markets,OTC Pink Limited,OTC,RYBH,5812,Retail-Eating Places
1594555,"HV BANCORP, INC.",934579,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,HVBC,6022,State Commercial Banks
1594590,PARAGON OFFSHORE PLC,922896,,,,,1381,Drilling Oil and Gas Wells
1594617,LA QUINTA HOLDINGS INC.,926881,NYSE,NYSE,NYSE,LQ,7011,Hotels and Motels
1594686,WASHINGTON PRIME GROUP INC.,923125,,,,,6798,Real Estate Investment Trusts
1594759,PANOPLY GROUP CORP.,925494,,,,,8741,Services-Management Services
1594805,SHOPIFY INC.,924106,NYSE,NYSE,NYSE,SHOP,7372,Services-Prepackaged Software
1594864,"JUNO THERAPEUTICS, INC.",923186,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,JUNO,2836,"Biological Products, (No Diagnostic Substances)"
1594879,"ZOE'S KITCHEN, INC.",929355,NYSE,NYSE,NYSE,ZOES,5812,Retail-Eating Places
1594968,"VESTIAGE, INC.",922851,OTC Markets,OTC Pink No Information,OTC,VEST,,
1595065,"AUTOVATIVE TECHNOLOGIES, INC.",922923,,,,,5013,Wholesale-Motor Vehicle Supplies and New Parts
1595097,"CORBUS PHARMACEUTICALS HOLDINGS, INC.",923762,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CRBP,2834,Pharmaceutical Preparations
1595140,"TRHF CO LIMITED, INC.",938260,OTC Markets,OTCQB,OTC,TRHF,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
